productId,productName,longDescription,nature_code,target_code
1048,Cream Skin Milk Oil Cleanser - Lait en huile démaquillante,"Découvre la simplicité et l'efficacité d'un nettoyage 2-en-1<sup>(1)</sup><br><br>

Simplifie ta routine! Nettoie et hydrate ta peau en une seule étape! Sa texture onctueuse légère au fort pouvoir hydratant et sa formule 2-en1 éliminent les impuretés de la peau accumulées au cours de la journée. <br><br>

Sa formule à l'Eau de Thé Blanc, reconnue pour ses propriétés hydratantes et apaisantes, respecte les peaux les plus sensibles et les plus sèches. Les feuilles de Thé sont récoltées une fois par an et cultivées à l'ombre pour préserver leur couleur blanche ce qui permet de maximiser la quantité d'acides aminés qu'elles contiennent, puissants agents naturels hydratants.<br><br>

Après le nettoyage, applique la lotion tonique hydratante Cream Skin, disponible en flacon ou en brume, pour une peau sublimée en toute simplicité!",NETTOYANT,FEMME
1049,Born This Way Sunset Stripped - Palette de fards à paupières,"<p>Faites grimper la température de jour comme de nuit avec ces 16 ombres à paupières gorgées de soleil. </p><p>
Cette palette nude, tout droit sorti d’un rêve californien, comporte des teintes riches, métalliques, crémeuses et ultra-pigmentées pour des looks naturellement glamour et séduisants. </p><p>
Une combinaison si parfaite pour briller et scintiller, que l’on vous croira tout droit de retour de Los Angeles.
Laissez donc libre cours à votre imagination en vous inspirant des plus beaux couchers de soleil des plages de Malibu !
</p>",PALETYEUX,FEMME
1050,Trousse de bain d'été - Essentiels de voyage,"<p><img style=""width:8%; display:inline-block;"" src=""LP/sephora/goodFor/goodFor_vegan_.png?$staticlink$?q=75"" alt=""Certified organic - Vegan""><br><br>
Un trio d'essentiels de bain&nbsp;dans une trousse réutilisable et pratique à transporter.<br>
<strong>Ce kit contient :</strong><br>
- Un mini bain douche monoï pour chouchouter &amp; nettoyer la peau en douceur.<br>
- Une mini huile sèche nourrissante pour le corps aux notes de fleur de framboisier qui hydrate, adoucit et sublime la peau en un seul geste.<br>
- Une brume corps et cheveux monoï légère et rafraîchissante, à vaporiser après la douche ou en retouche tout au long de la journée.<br>
<strong>Un kit qui sent bon l'été !</strong><br>
Monoï et sable chaud… Des notes brûlantes qui vous replongent toute l'année dans l'insouciance de vos vacances d'été.</p><p>
<br><p><span style=""font-weight: bold; text-decoration-line: underline;"">Informations environnementales</span></p><left><img class=""fit-picture"" src=""https://www.sephora.fr/dw/image/v2/BCVW_PRD/on/demandware.static/-/Library-Sites-SephoraV2/default/v15639e53ebc26eb33ddc728752b21d089365097a/LP/PICTO_SANS_FR/KITS_INFOTRI/KIT_INFOTRI_52.png"" alt=""TRIMAN"" width=""25%""></left></p><p><left><br></left><br><span style=""font-weight: bold;"">GOOD FOR VEGAN*</span><br>Des produits sans ingrédient d’origine animale<br>*Bon pour les végétaliens<br><p><br></p></p>",COFFRET,FEMME
1051,Australian Pink Clay - Gel Nettoyant Visage,"Le nettoyant pour les pores 4 en 1 élimine facilement le maquillage, les congestions et aide à combattre les effets quotidiens de la pollution. La formule de gel purifiant exploite le pouvoir de l'argile rose d'Australie pour aider à absorber l'excès de sébum et aider à éliminer les impuretés sans dessécher la peau. <br><br>L'exfoliant naturel d'extrait de luffa et les extraits de citron vert d'Australie riches en AHA uniformisent en douceur la texture de la peau, tandis que l'hamamélis aide à resserrer les pores et apaise la peau. <br><br>L'huile de macadamia vierge légère d'Australie apporte ensuite l'hydratation nécessaire pour obtenir un fini clair, raffiné et soyeux. <br><br>Cet agréable produit détoxifiant contient des extraits naturels de luffa à la texture légère, ce qui signifie qu'il peut être utilisé quotidiennement même sur les peaux les plus sensibles. Avoir une peau plus belle tous les jours est maintenant plus que jamais facile à avoir.
<br><br>
Idéal pour :<br>
• Les peaux aux pores visibles et obstrués<br>
• Les peaux à texture rugueuse, squameuse et inégale<br>
• Les peaux ternes<br>
• Les peaux sensibles qui ne supportent pas les gommages à texture épaisse",NETTOYANT,FEMME
1052,Polo Ralph Lauren - Eau de Toilette,"Première eau de toilette pour homme créée par Ralph Lauren, Polo est devenu un grand classique, une fragrance ancrée dans la tradition mais extrêmement contemporaine. Son départ herbacé frais et tonique laisse place à un cœur très masculin, cuir et tabac, qui se prolonge dans la finale boisée du patchouli et vient se fondre dans la profondeur et la chaleur de la mousse de chêne.",EAUTOIL,HOMME
1053,Moisturizing cream cleanser - Nettoyant moussant hydratant,"Nettoie ta peau en préservant son hydratation
<br><br>
La 1ère étape essentielle dans ton rituel de soin: nettoyer la peau !<br>
Ce nettoyant hydratant quotidien prend la forme d'une mousse riche et crémeuse pour offrir une expérience purifiante et réconfortante.<br>
Enrichi en huile de graines de tournesol et d'écumes des prés, ce nettoyant éliminer les impuretés et le maquillage sans agresser la peau. <br><br>

Le résultat? <br>La peau, parfaitement nettoyée et hydratée, est saine et souple sans aucune sensation d'inconfort ou de sécheresse.<br><br>

Le double nettoyage est l'un des secrets les plus précieux des coréennes pour obtenir une peau parfaite. Chaque soir, utiliser en étape 1 l'eau micellaire LANEIGE avant d'utiliser en étape 2 ce nettoyant moussant hydratant.",NETTOYANT,FEMME
1054,Spicebomb - Coffret Eau de toilette,"Spicebomb de Viktor & Rolf : un cocktail explosif de virilité qui vous transforme en un homme puissant, intense, sensuel et audacieux. Spicebomb de Viktor & Rolf offre une explosion d’épices hautement addictive, domptée par une fraîcheur enveloppante. Spicebomb incarne la rencontre explosive entre une overdose d’épices fraîches et brûlantes et un bois caressé de notes enivrantes de tabac et de cuir. <br><br>

Un parfum masculin et addictif à l’extrême. Un parfum masculin addictif à l’extrême qui est une arme de séduction massive capable de transformer tout homme en séducteur sensuel et audacieux ! Imaginé comme une déclinaison masculine du flacon diamant de FLOWERBOMB, le flacon SPICEBOMB révèle des lignes plus masculines et une harmonie de couleurs élégante autour de tons noir, argent et gris.
<br><br>
Connaissez-vous le Secret Service de Viktor & Rolf ? Chaque produit contient un code unique vous offrant des cadeaux exclusifs. Vous trouverez ce code unique à l'intérieur de chaque parfum Viktor&Rolf. Parfumez votre quotidien d'extraordinaire avec le Secret Service de Viktor & Rolf.
<br><br>
Notes : Bergamote / Pamplemousse - Poivre rose / Feuilles de Cannelle - Piment rouge / Feuilles de Tabac",COFFRET,HOMME
1056,Boss Bottled United - Eau de Toilette,"BOSS Parfums rend hommage aux valeurs du sport, d'unité et de célébration autour de sa fragrance masculine et iconique.<br><br>BOSS Bottled United est le parfum de la dualité, le parfait équilibre entre le côté sport et chic, entre la fièvre urbaine et l'intense fraîcheur de la liberté.<br><br>Le jeu de cette fragrance énergisante s'ouvre sur des notes sauvages de buchu, stimulées par la fraîcheur de la menthe verte.<br><br>Des notes chaudes et boisées viennent enrichir la fragrance pour lui apporter force et sensualité.",EAUTOIL,HOMME
1057,Abeille Royale - Soin-en-Mousse Nettoyant,"<p>Le Soin-en-Mousse élimine les impuretés et les traces de maquillage tout en préservant la barrière cutanée. Associant miels réparateurs et gelée royale, il est formulé avec 90% d'ingrédients d'origine naturelle¹. Cette gelée enrichie en micro-billes lipidiques qui fondent au contact de la peau offre une sensation de confort, même exposée à l'eau calcaire. La peau est d'apparence hydratée et plus jeune.</p><p>¹Conformément à la norme ISO 16128, calcul incluant l'eau.</p>",NETTOYANT,FEMME
1058,Colorful 5 - Palette de fards à paupières,"Une palette de 5 fards à paupières préassortis, à utiliser seuls ou mélangés pour créer une infinité de maquillages.
<br><br>
Cette palette contient :<br>
5 fards à paupières préassortis. L'harmonie de teintes est construite autour d'une couleur ou bien autour d'un effet. <br>
Une sélection qui comporte toujours un dégradé de 3 ombres à paupières, une base/enlumineur et une ombre à paupières liner assortis.
<br><br><span style=""font-weight: bold;"">
Le plus : <br></span>
- Formule Colorful : haute couvrance, couleurs intenses et longue tenue.<br>
- Un packaging élégant et pratique grâce au miroir et à l'applicateur inclus.<br><br><span style=""font-weight: bold;"">

Pour quel type de maquillage ?</span><br>
Cette palette regroupe la parfaite harmonie de teintes pour créer différents types de maquillages, du plus naturel au plus sophistiqué pour un maquillage des paupières inratables.",PALETYEUX,FEMME
1060,Coffret parfum - Miss Dior Eau de Parfum - Édition limitée Saint-Valentin,"Pour célébrer la Saint-Valentin, Dior imagine un coffret parfum au motif floral coloré. L'eau de parfum Miss Dior est accompagnée d'un élégant vaporisateur de sac nomade pour que le sillage frais et fleuri de la fragrance ne vous quitte plus.<br><br>

Façonnée comme un bouquet floral exquis, Miss Dior Eau de Parfum est une fragrance aux notes de pivoine, d'iris, de rose centifolia et de bois tendres. À l'intérieur de ce coffret cadeau, elle se dévoile dans un flacon au format 50 ml, sublimé d'un nœud poignard extraordinaire.<br><br>

Un vaporisateur de sac au format 10 ml vient compléter ce coffret. Pré-rempli du jus de Miss Dior Eau de Parfum, cet accessoire de voyage vous permet de toujours avoir à portée de main le sillage de Miss Dior.",COFFRET,FEMME
1061,The Inimitable William Penhaligon - Eau de parfum Boisée,"Si ce n'est pas M. Penhaligon lui-même ! Il entre auréolé d'une brume de vétiver - chaud, frais et terreux. Avec un parfum à la senteur aussi agréable, il n'est pas étonnant qu'il soit le seul parfumeur prisé par les dames et les messieurs de la haute société.  ",EAUPARFUM,FEMME
1062,"Extra-Firming Energy - Crème jour éclat vitaminé,fermeté, anti-rides ","<br><br>
Extra-Firming Energy est un soin complet anti-âge et multi-vitaminé. Créé à partir d'extraits de plantes et de fruits, il combat à la fois la perte d'éclat et redonne du ressort à la peau qui manque de fermeté. <br>
Crème de jour raffermissante ou soin énergisant ? On ne choisit plus !<br>
Extra-Firming Energy rejoint la gamme Extra-Firming et son expertise fermeté. Et avec le GLOW PLUS COMPLEX<sup>(1)</sup>, elle ajoute un double effet énergie & bonne mine immédiat !<br><br>
Le secret de ce soin visage ?<br>
Une association de plantes à l'efficacité prouvée, dont l'extrait de fleur kangourou bio pour lutter contre la perte de fermeté… et le GLOW PLUS COMPLEX <sup>(1)</sup> un cocktail de superfruits pour réveiller l'énergie et l'éclat de la peau : <br>
L'extrait de graine d'acérola, booste l'oxygénation pour raviver l'éclat.<br>
L'extrait de de baie de goji bio réactive l'énergie de la peau.<br>
L'huile d'abricot bio aide à nourrir, adoucir et assouplir la peau.<br>
L'extrait de paprika donne un effet bonne mine.<br><br>
En plus du GLOW PLUS COMPLEX<sup>(1)</sup>, ce soin anti-âge est doté d'une alliance de plantes pour prévenir les tâches et hydrater la peau dont :<br>
L'extrait de dattier du désert prévient les tâches<br>
L'extrait de kalanchoé officinal bio hydrate la peau<br>
Les extraits mitracarpus bio et les sucres d'avoine bio lissent la peau et la raffermissent.<br><br>
Pour qui ?<br>
Pour les femmes de 40 ans pleine d'énergie, à la recherche d'un soin visage jour anti-âge, anti-rides, anti-teint terne qui agit sur les signes visibles de l'âge : rides, perte de fermeté, éclat du teint. Convient à tous les types de peaux.<br><br>
MADE IN FRANCE<sup>(2)</sup><br><br>
<p class=""mention9"">(1)Complexe Booster d’éclat</p>
<p class=""mention9"">(2)Fabriqué en France</p>.<br>",CREM JOUR,FEMME
1063,A*men Ultimate - Eau de Toilette,"A Men Ultimate, la nouvelle Eau de Toilette signée MUGLER. La puissance contemporaine et vibrante d'un parfum boisé et séduisant.<br><br>
 La nouvelle Eau de Toilette AMEN Ultimate s'adresse aux super-héros d'aujourd'hui, à ces hommes qui mêlent puissance physique et force mentale au service d'une virilité nouvelle. <br>Amen Ultimate assume ainsi sa part de mystère qu'il transforme en séduction magnétique. <br><br>
Cette nouvelle Eau de Toilette signée MUGLER, est une fragrance vibrante et addictive de la famille olfactive des Boisé Fraîche Gourmande. <br><br>Ressentez la fraicheur de la Bergamote contrastée par un accord de bois et l'onctuosité de l'accord Mochaccino en overdose, alliée aux notes du Sapin Baumier.<br><br>
Inspiré d'une flasque à whisky et signé de l'étoile MUGLER, le flacon Amen se pare d'un turquoise intensément vibrant et hypnotique.
",EAUTOIL,HOMME
1064,Pure Lacquer Lips - Rouge à Lèvres Brillant,"Brillant comme de la soie, nos ZOEVA Pure Lacquer Lips combinent la couleur intense et lumineuse ainsi que l'extraordinaire douceur d'un rouge à lèvres avec la rayonnante brillance d'un gloss dans une formule légère qui ne laisse aucunes traces et qui définit les contours des lèvres en toute précision.<br>Les lèvres sont irrésistiblement douces et rebondies et habillées d'un fin film disponibles en huit teintes brillantes et lumineuses. <br><br><br>",RAL,FEMME
1066,Shampooing - Shampoing hydratant et adoucissant,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Cette formule douce à base d'huiles d'Écorce de Bois de Cèdre et de Baie de Genièvre nettoie soigneusement le cuir chevelu, tandis que les Protéines Végétales Hydrolysées hydratent et adoucissent les cheveux.<div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div>",SHAMPOINGS,FEMME
1067,Collection Lancôme x Emily In Paris - Mascara Big Volume et Tenue jusqu'à 24h,"Emily is back ! A l'occasion du lancement de la deuxième saison de la série Emily in Paris sur Netflix, Lancôme a imaginé une collection beauté exclusive alliant des produits de maquillage, de soin et de parfum, inspirée des aventures trépidantes d'Emily, pour célébrer la beauté à la française ! <br><br>

Paré des couleurs emblématiques d'Emily in Paris, Monsieur Big vous offre un volume XXL en un seul geste. Sa formule innovante, enrichie en pigments ultra noirs glisse sans aucun effort sur les cils et procure une intensité inégalée jusqu'à 24H.<br><br>

Lancôme la marque française du bonheur depuis 1935.",MASCARAS,FEMME
1068,Deluxe Matte Lipstick Set – Coffret rouge à lèvres,"Quatre rouges à lèvres hautement pigmentés en format normal, avec un fini mat lisse et confortable.   <br><br><span style=""font-weight: bold;"">POURQUOI VOUS ALLEZ L'ADORER <br></span>Couleur hautement pigmentée longue tenue  <br>Formule lisse et douce, très confortable à porter  <br>Pointe précise en ogive qui glisse sur les lèvres et définit les contours pour une application uniforme  <br>Présenté dans un étui luxueux de couleur or rose pour un effet unique et raffiné  <br>Cette formule est : sans sulfate, sans huile, sans huile minérale, sans alcool, testée sous contrôle dermatologique  ",RAL,FEMME
1070,Volume Millions De Cils - Mascara Baume Volumateur,"Ne faites plus de compromis ! <br>
Découvrez Volume Millions de Cils Baume Noir, toute l’efficacité d’un mascara L’Oréal Paris dans une formule à 99% d’origine naturelle !
<br><br>
Le nouveau mascara Volume Millions de cils Baume Noir, composé à 99% d’ingrédients d’origine naturelle donne à votre frange de cils le volume intense et naturel dont vous rêviez.",MASCARAS,FEMME
1071,Shampooing Sec Volume and Refresh Mini,"Le Shampoing sec Volume &amp; Refresh Hairburst, rafraîchit instantanément les cheveux entre les lavages. Apporte du volume et de la texture en racines.",SHAMPOINGS,FEMME
1072,Pocket Palette - Palette de 6 fards à paupières,"<br><br>
Une collection de mini palettes de fards à paupières pour jouer à l'infini. Game is never over<sup>(2)</sup> avec Pocket Palette<sup>(1)</sup> ! <br>
Jouez avec ces mini-palettes de fards à paupières et créez plus de 400 combinaisons de looks faciles à porter<br><br><span style=""font-weight: bold;"">
Level 1 :</span> Entrez dans le jeu des couleurs, et relevez tous les défis avec ces palettes, composées chacune d'une harmonie de 6 fards à paupières. Tons bleus, prune, bruns chauds et bruns froids : créez des looks<sup>(3)</sup> à l'infini !<br><br><span style=""font-weight: bold;"">
Level 2 :</span> Devenez imbattable dans le jeu des textures et de la pigmentation. Mats soyeux, métalliques crémeux et pailletés éblouissants, passez facilement d'un look<sup>(3)</sup> à un autre et jouez toutes les combinaisons possibles avec ces mini palettes de fards à paupières. Le tout sans compromis ! <br><br><span style=""font-weight: bold;"">
Bonus :</span> Game is never over<sup>(2)</sup> avec des palettes à si petit prix<br>
Plus aucune excuse pour ne pas toutes les collectionner ! <br>
Maximisez votre pouvoir de réussite en mixant toutes ces palettes à tout petit prix : vous maquiller n'aura jamais été aussi facile avec les Pocket Palettes<br><br>
Leur petit format est idéal pour retoucher votre maquillage yeux à tout moment et où que vous soyez !<br>
A vous de choisir de les appliquer au doigt ou avec un pinceau yeux vegan, puis de terminer par une touche de mascara Size Up.<br><br>
Une mini palette de fards à paupières développée de manière responsable<br>
Pocket Palette<sup>(1)</sup> est la 1ère palette coulissante Sephora Collection faite en carton (issu de forêts gérées durablement), sans miroir ni aimant. Son packaging innovant est conçu avec une ouverture tiroir révélant les combinaisons de couleurs.<br><br>
(1) Pocket palette = palette de poche<br>
(2) Game is never over = le jeu n'est jamais fini
<br>(3) Looks = styles<p></p><br><p><span style=""font-weight: bold; text-decoration-line: underline;"">Informations environnementales </span></p><left><img class=""fit-picture"" src=""https://www.sephora.fr/dw/image/v2/BCVW_PRD/on/demandware.static/-/Library-Sites-SephoraV2/default/v15639e53ebc26eb33ddc728752b21d089365097a/LP/PICTO_SANS_FR/MUP__INFOTRI/INFOTRI_06.png"" alt=""TRIMAN"" width=""25%""><br></left>",PALETYEUX,FEMME
1073,Café Rose - Eau de Parfum,"<p>Un voile sensuel de plaisir. <b>CAFÉ ROSE</b> capture la sensualité inimitable d’une rose raffinée infusée d’une touche inattendue de café noir.</p>

<p>Les essences de rose de Turquie et le café noir révèlent une profondeur sensuelle, tandis que la Rose de Bulgarie et l’Ylang Ylang des Comores dévoilent une floralité éclatante. La coriandre, le patchouli et la cardamome épicée frémissent sur un fond de résine d’encens et d'accords de bois de santal.</p>

<p><b>CAFÉ ROSE</b> est présenté dans un flacon rose semi-transparent rehaussé d’un cabochon rose. Ce luxueux parfum pour femme est disponible en formats 30&nbsp;ml, 50&nbsp;ml et 100&nbsp;ml.</p>",EAUPARFUM,FEMME
1075,Astro Set - Coffret soin pour les mains,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_CLEAN_SEAL_RVB.png"">Gels mains nettoyants à emporter partout avec toi.<br><br>

Pour chaque signe, on a imaginé un gel avec un parfum  lié à son caractère et on les a réunis dans ce kit magique en édition limitée : de quoi être ton signe jusqu'au bout des doigts…<br><br>



À quoi sert cette merveille ?<br>
Nettoie tes mains en douceur en laissant une note délicatement parfumée. L'alcool d'origine naturelle  issu du manioc sert à nettoyer tes mains à vitesse intergalactique. <br><br>

Un résultat magique : <br>
Mains propres, douces et légèrement parfumées.

<br><br><p>Pour découvrir nos partis-pris Clean at Sephora et Planet aware at Sephora, cliquez <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.sephora.fr/inspiring-more-responsible-beauty-master-2024.html"">ici</a></p>",COFFRET,FEMME
1076,Capture Youth Intense Rescue - Sérum-en-huile revitalisant - Peaux sèches,"Avec le sérum-en-huile Capture Youth Intense Rescue, Dior cible les peaux sèches et malmenées en manque de lipides. Le sérum Intense Rescue aide à réparer les zones de sécheresse pour une peau instantanément nourrie, souple et confortable. <br>
 <br>
Quels sont les bienfaits du sérum peaux sèches Capture Youth Intense Rescue ?  <br>
 <br>
Premier* sérum-en-huile intensif, le sérum renforce la barrière cutanée pour aider à réparer la sécheresse en surface et maintenir l'hydratation de la peau. <br>
 <br>
- Enrichi en huile d’argan, le sérum nourrit la peau pour une sensation de confort instantanée. <br>
- Les acides gras issus du Tamanu aident à renforcer la barrière cutanée et adoucissent la peau**. <br>
- L’iris florentina anti-oxydant* aide à préserver le capital jeunesse** de la peau. <br>
 <br>
Associé à la crème Capture Youth, le sérum révèle une qualité de peau idéale. <br>
  <br>
* Chez Dior. <br>
** Test in vitro sur ingrédients.",SERUM,FEMME
1077,ROUGE G - L'écrin double miroir - Édition Limitée Floral Denim,"Personnalisez votre rouge à lèvres :<br>
1. Choisissez votre teinte parmi une large gamme de 44 couleurs, disponibles en 3 finis : satin, mate ou mate métallique.<br>
2. Choisissez votre écrin parmi une multitude de styles, du plus intemporel au plus tendance, pour créer votre rouge à lèvres complet.
<br><br>
Découvrez Rouge G l'écrin bijou double-miroir, à compléter avec une recharge.<br>
Désigné par le joaillier Lorentz Baumer, Rouge G signe la quintessence du luxe dans un objet dédié aux lèvres doté d'un double miroir secret.<br>
L'écrin Rouge G se réinvente à chaque collection, à travers des fourreaux inédits pour personnaliser son rouge à lèvres à l'envi.
<br><br>
« J'aime qu'un rouge à lèvres soit comme un accessoire de mode, qu'on l'exhibe fièrement pour se remaquiller à tout moment. Les écrins Rouge G avec leurs imprimés, sont de véritables fétiches de beauté » - Violette, Directrice de la Création du Maquillage Guerlain
<br><br>
Au cœur de cette collection, 2 écrins en édition limitée revêtus de jean, le vêtement mythique du vestiaire de la Parisienne.<br>
La toile brute, customisée par Laura Gulshani, est imprimée d'un motif floral : des fleurs aux couleurs vives et des pétales aux contours brodés sont butinées par des abeilles, clin d'œil à l'emblème de la maison Guerlain.
<br><br>
Blossom Jean : le denim s'habille d'un motif de fleurs roses délicates.<br>
Love Jean : une broderie réhaussée de roses rouges opulentes, dont le pistil prend la forme d'un cœur.",RAL,FEMME
1078,The Littles Head to Toe - Kit soin corps et cheveux,"PRIX D’EXCELLENCE DE LA BEAUTÉ MARIE CLAIRE 2022 <br><b>Le produit&nbsp;: <br></b>
Ce starter kit en édition limitée comprend une gamme de produits capillaires (co-créée avec le seul et unique Chris
McMillan) qui nourrissent et protègent les cheveux et le cuir chevelu, ainsi qu’un trio de produits corporels biocompatibles pour nettoyer,
hydrater et équilibrer la peau.
<br><br>
- T.L.C. Happi Scalp™ Gommage 60 ml<br>
Le gommage T.L.C. Happi Scalp™ est notre ingrédient secret pour un cuir chevelu sain et des cheveux plus volumineux. Il utilise un mélange d’acides AHA/BHA stable et surpuissant conçu pour décomposer et dissoudre rapidement les cellules mortes à la surface du cuir chevelu et l’accumulation de produits coiffants, tandis que des billes exfoliantes biodégradables très douces en cellulose végétale les emportent et les éliminent.<br><br>
- Cocomino™ Shampoing brillance 60 ml<br>
Le Shampoing brillance Cocomino™ est formulé pour protéger les cheveux et le cuir chevelu. Un mélange de tensioactifs à base de noix de coco crée une mousse douce et crémeuse qui soulève efficacement les impuretés, les produits coiffants et autres substances sans endommager la tige des cheveux ni abîmer votre coloration.<br><br>
- Cocomino™ Crème après-shampoing revitalisante au marula 60 ml<br>
Un mélange concentré et nourrissant d’huiles et de beurres végétaux non parfumés qui adoucit, lisse et démêle tous les types de cheveux tout en pénétrant dans la tige capillaire pour la fortifier et la protéger des dommages causés par les traitements thermiques et les colorations.<br><br>
- Wild Marula™ Spray démêlant 60 ml<br>
Une brume sans rinçage ultrafine et légère qui démêle et lisse efficacement les cheveux tout en restaurant leur mouvement naturel, leur maniabilité et leur brillance sans les alourdir. Les huiles végétales et les agents innovants antistatiques et apaisants, protègent des dommages causés par la chaleur.<br><br>
- Kamili™ Crème nettoyante pour le corps 60 m<br>
La Crème nettoyante Corps Kamili™ nettoie en douceur à l’aide d’une association de tensioactifs ultra-doux, tandis que les huiles végétales et les acides aminés réparateurs apaisent la peau, laissant derrière eux une fine couche de lipides protecteurs.<br><br>
- Sili™ Lotion Corps 60 ml<br>
La Lotion Corps Sili™ possède une formule surpuissante qui illumine l’épiderme et apaise les sécheresses, pour rendre à la peau son état le plus éclatant et le plus équilibré.<br><br>
- Sweet Pitti™ Déodorant en crème de 30 ml<br>
Notre déodorant crème Sweet Pitti™ est formulé pour apaiser et hydrater la peau délicate des aisselles tout en maintenant les odeurs à distance. Adapté à toutes les peaux, y compris les peaux sensibles<br><br>
- Un peigne Drunk Elephant",COFFRET,FEMME
1079,Light Blue Summer Vibes Femme - Eau De Toilette,"<p><span style=""font-size: 13px;"">La fragrance Dolce&amp;Gabbana Light Blue Summer Vibes Eau de Toileltte capture le rêve de l'escapade romantique à Capri. L'iconique parfum Light Blue mêle la touche fraiche de la Bergamote de Calabre, la note sucrée des fruits et la douceur des essences boisées.</span><br></p>",EAUTOIL,FEMME
1080,Mon Paris Lumière - Eau de Toilette,"Mon Paris Lumière, la nouvelle Eau de Toilette inspirée des plus belles histoires d'amour dont seul Paris a le secret.
Une féminité qui rayonne vers de nouveaux sommets, où la lumière devient vertigineuse.
<br><br>
LA FRAGRANCE
<br><br>
Mon Paris Lumière, un Chypre Floral Aquatique aussi radieux qu'une femme amoureuse.
Les Parfumeurs Olivier Cresp & Dora Baghriche se sont inspirés de la radiance du Lotus Blanc, fleur gorgée d'eau et de soleil, pour retranscrire en fragrance l'éclat du sentiment amoureux.
L'infusion du Jasmin d'Inde (récolté à la main exclusivement pour Yves Saint Laurent) irradie l'accord vertigineux et hypnotique de la fleur de Datura, signature de Mon Paris.
<br><br>
LE FLACON
<br><br>
L'écrin facetté emblématique  se revêt d'une lavallière brillante, recouverte d'un plissé en organza noir transparent, directement inspiré d'une pièce romantique de la Couture Saint Laurent  : le Plissé Lumière.",EAUTOIL,FEMME
1081,Eau de Guerlain - Eau de Toilette,"Jean-Paul Guerlain - 1974. Comme pour affirmer sa pérennité, Guerlain choisit la simplicité, la poussa à la perfection et lui donna son propre nom : Eau de Guerlain. Rafraîchissante et profonde, l'Eau de Guerlain est le ""Sacre du printemps"" annonciateur d'un été provençal chaud et parfumé.",EAUTOIL,FEMME
1082,True Blue - Sérum hydratation intense,"Ce sérum en gel hydratant est fidèle et authentique, il atténue les ridules, hydrate la peau et homogénéise le teint. Infusé à l'aloé véra, à l'acide hyaluronique et au CoQ10 naturel.<br> Si vous aimez cette sensation de fraîcheur et de douceur, ce sérum est fait pour vous.",SERUM,FEMME
1083,London pour Homme - Eau de Toilette,"L’Eau de Toilette London pour Homme célèbre la ville de Londres et son sens de l’élégance si caractéristique.<br><br>

Une fragrance boisée épicée raffinée et élégante.<br>
Le flacon est décoré d’un tissu du célèbre tartan Burberry dans des tons de marron.<br><br>

Bergamote - Cuir - Feuille de Tabac",EAUTOIL,HOMME
1084,Coffret Soin Visage,"Découvrez votre kit visage hydratant pour une peau unifiée et éclatante.<br><br>

- Une crème légère activatrice d'hydratation pour recharger la peau en acide hyaluronique pour une hydratation intense tout en légèreté.<br>
- Un soin yeux hydratant qui défatigue instantanément le regard tout en assurant une hydratation continue pour toutes les peaux,  même les plus sensibles. Il réduit les poches,  atténue les cernes et illumine le regard.<br>
- Une lotion sérum booster d'hydratation ultra-fraîche qui allie la puissance d'un sérum et la légèreté d'une lotion pour une peau parfaitement hydratée,  unifiée et éclatante.<br />
<br />
<b>D&eacute;couvrez l'ensemble des produits sold&eacute;s <a href=""/OFFRES-SPECIALES/Sephora-Soldes/R18700013"">ici</a>. <br />
<br />
<p class=""mention9"">* Du 27 juin au 07 ao&ucirc;t 2018 sur une s&eacute;lection de produits. <br />
Dans la limite des stocks disponibles.</p>
</b>",CREM JOUR,FEMME
1085,Prada Candy Kiss - Eau de Parfum,"D'une nature addictive, Candy récidive avec Kiss, une fragrance à la note unique qui pousse l'obsession à son extrême. Créé par Daniela Andrier sous la direction créative de Miuccia Prada, Candy Kiss évoque la délicate senteur du coton blanc, le musc enrobe celle qui le porte d'un sensuel nuage aux effluves vivifiants de vanille et de fleur d'oranger. <br><br>Le nouveau parfum Prada s'épanouit sur la peau, comme une chanson où l'émotion et la sensation s'intensifient à chaque passage.<br>",EAUPARFUM,FEMME
